source,metaedge,target
Compound::DB00882,CcSE,Side_Effect::C0424605
Anatomy::UBERON:0000992,AeG,Gene::26509
Gene::7316,GiG,Gene::221960
Gene::351,GiG,Gene::23594
Gene::80149,GpMF,Molecular_Function::GO:0003730
Gene::2885,GiG,Gene::55211
Anatomy::UBERON:0000473,AuG,Gene::56938
Anatomy::UBERON:0000007,AdG,Gene::116987
Anatomy::UBERON:0000473,AeG,Gene::57567
Gene::7535,GpBP,Biological_Process::GO:0071594
Anatomy::UBERON:0001003,AeG,Gene::6367
Compound::DB00572,CcSE,Side_Effect::C0009024
Gene::805,GiG,Gene::4087
Compound::DB00445,CdG,Gene::51182
Gene::2885,GiG,Gene::3188
Compound::DB00224,CcSE,Side_Effect::C0023801
Anatomy::UBERON:0000473,AuG,Gene::79838
Anatomy::UBERON:0000057,AuG,Gene::9184
Anatomy::UBERON:0000948,AdG,Gene::2525
Gene::7314,GpBP,Biological_Process::GO:0021953
Anatomy::UBERON:0001896,AeG,Gene::8567
Anatomy::UBERON:0000473,AuG,Gene::6943
Anatomy::UBERON:0000473,AeG,Gene::222967
Gene::4916,GpBP,Biological_Process::GO:0044003
Anatomy::UBERON:0001225,AeG,Gene::26469
Anatomy::UBERON:0000948,AuG,Gene::83643
Anatomy::UBERON:0001723,AeG,Gene::6191
Anatomy::UBERON:0002107,AdG,Gene::57533
Anatomy::UBERON:0001044,AuG,Gene::16
Compound::DB00643,CuG,Gene::9143
Anatomy::UBERON:0002046,AeG,Gene::219539
Gene::5584,GpBP,Biological_Process::GO:0090162
Anatomy::UBERON:0000473,AuG,Gene::3675
Anatomy::UBERON:0001235,AeG,Gene::25793
Anatomy::UBERON:0002030,AuG,Gene::28960
Compound::DB01273,CuG,Gene::6652
Disease::DOID:1612,DaG,Gene::7040
Anatomy::UBERON:0000473,AeG,Gene::100287482
Anatomy::UBERON:0001675,AeG,Gene::7342
Anatomy::UBERON:0002082,AdG,Gene::2560
Gene::3312,GpBP,Biological_Process::GO:0050685
Anatomy::UBERON:0002369,AeG,Gene::116983
Compound::DB01238,CcSE,Side_Effect::C0235874
Anatomy::UBERON:0002037,AeG,Gene::3741
Gene::7316,GiG,Gene::30811
Anatomy::UBERON:0000997,AeG,Gene::55909
Gene::10730,Gr>G,Gene::1875
Gene::399473,GcG,Gene::146206
Gene::2526,GpBP,Biological_Process::GO:0006004
Gene::6622,GpBP,Biological_Process::GO:0051952
Gene::5286,Gr>G,Gene::390
Gene::3688,GpPW,Pathway::PC7_7719
Anatomy::UBERON:0001135,AdG,Gene::10273
Compound::DB01024,CuG,Gene::3491
Disease::DOID:7148,DaG,Gene::4772
Gene::652,GpBP,Biological_Process::GO:2000351
Gene::8325,GpCC,Cellular_Component::GO:1990851
Disease::DOID:2531,DaG,Gene::6678
Gene::2962,GpPW,Pathway::PC7_3960
Gene::8737,GpBP,Biological_Process::GO:0008625
Anatomy::UBERON:0002107,AdG,Gene::342510
Anatomy::UBERON:0000473,AuG,Gene::10720
Anatomy::UBERON:0001017,AeG,Gene::22897
Anatomy::UBERON:0002037,AeG,Gene::83592
Gene::4023,GpMF,Molecular_Function::GO:0004806
Compound::DB00367,CuG,Gene::9197
Anatomy::UBERON:0002037,AeG,Gene::29969
Pharmacologic_Class::N0000175459,PCiC,Compound::DB00529
Gene::7316,GiG,Gene::7525
Gene::3479,GpMF,Molecular_Function::GO:0005159
Anatomy::UBERON:0001225,AdG,Gene::27346
Anatomy::UBERON:0000991,AeG,Gene::27098
Anatomy::UBERON:0000029,AeG,Gene::64969
Gene::54512,Gr>G,Gene::55326
Anatomy::UBERON:0000991,AeG,Gene::50810
Gene::4352,Gr>G,Gene::80194
Disease::DOID:635,DuG,Gene::26010
Gene::403,GiG,Gene::5147
Gene::7128,Gr>G,Gene::83759
Gene::8772,Gr>G,Gene::23204
Anatomy::UBERON:0000991,AeG,Gene::84553
Anatomy::UBERON:0001896,AdG,Gene::51503
Anatomy::UBERON:0002081,AdG,Gene::220296
Anatomy::UBERON:0002369,AdG,Gene::2696
Anatomy::UBERON:0000473,AeG,Gene::135295
Disease::DOID:3083,DdG,Gene::114805
Anatomy::UBERON:0000992,AdG,Gene::3236
Anatomy::UBERON:0002368,AeG,Gene::10198
Gene::7316,GiG,Gene::3910
Gene::81539,GpBP,Biological_Process::GO:0015802
Anatomy::UBERON:0001896,AeG,Gene::22796
Anatomy::UBERON:0002107,AdG,Gene::6257
Anatomy::UBERON:0000473,AuG,Gene::84629
Compound::DB08881,CdG,Gene::5702
Compound::DB01366,CdG,Gene::5019
Gene::8452,GiG,Gene::83658
Gene::5153,GpPW,Pathway::PC7_6180
Anatomy::UBERON:0002240,AdG,Gene::5652
Compound::DB00215,CcSE,Side_Effect::C0152029
Anatomy::UBERON:0000996,AeG,Gene::6925
Gene::955,Gr>G,Gene::37
Compound::DB00523,CcSE,Side_Effect::C0027121
Anatomy::UBERON:0000473,AuG,Gene::83999
Gene::7291,GpBP,Biological_Process::GO:0051101
Anatomy::UBERON:0000029,AeG,Gene::28981
Anatomy::UBERON:0001911,AeG,Gene::6427
Anatomy::UBERON:0000007,AeG,Gene::11079
Anatomy::UBERON:0000473,AeG,Gene::400258
Anatomy::UBERON:0000473,AuG,Gene::57188
Anatomy::UBERON:0002369,AdG,Gene::23185
Disease::DOID:594,DpS,Symptom::D000472
Gene::138474,Gr>G,Gene::65123
Gene::85508,GcG,Gene::64773
Anatomy::UBERON:0000474,AeG,Gene::26330
Anatomy::UBERON:0000948,AdG,Gene::1063
Gene::351,GiG,Gene::6217
Anatomy::UBERON:0001891,AdG,Gene::84919
Anatomy::UBERON:0000996,AeG,Gene::10749
Anatomy::UBERON:0000948,AeG,Gene::7536
Gene::1846,GpPW,Pathway::PC7_5051
Anatomy::UBERON:0002369,AeG,Gene::79957
Gene::2565,Gr>G,Gene::3688
Anatomy::UBERON:0002107,AdG,Gene::10351
Gene::7316,GiG,Gene::54785
Compound::DB00230,CcSE,Side_Effect::C0151730
Anatomy::UBERON:0001675,AdG,Gene::901
Anatomy::UBERON:0000002,AeG,Gene::4953
Gene::3400,GcG,Gene::55676
Gene::2885,GiG,Gene::114824
Gene::55278,Gr>G,Gene::8233
Anatomy::UBERON:0002046,AeG,Gene::10732
Anatomy::UBERON:0000473,AeG,Gene::405753
Gene::7316,GiG,Gene::92610
Compound::DB00327,CrC,Compound::DB00956
Anatomy::UBERON:0002107,AdG,Gene::1562
Anatomy::UBERON:0000473,AuG,Gene::22918
Gene::5601,Gr>G,Gene::10556
Gene::801,GiG,Gene::2868
Gene::1879,Gr>G,Gene::25804
Anatomy::UBERON:0002369,AdG,Gene::148022
Disease::DOID:0050742,DuG,Gene::11164
Anatomy::UBERON:0000955,AeG,Gene::4654
Anatomy::UBERON:0001896,AeG,Gene::80760
Gene::5930,Gr>G,Gene::51585
Anatomy::UBERON:0000473,AeG,Gene::55223
Gene::2099,GpBP,Biological_Process::GO:0060602
Anatomy::UBERON:0000033,AeG,Gene::473
Gene::9533,GiG,Gene::10969
Gene::4521,GiG,Gene::79644
Gene::7098,GpBP,Biological_Process::GO:0032481
Gene::572,GpBP,Biological_Process::GO:0043280
Anatomy::UBERON:0002369,AeG,Gene::55964
Gene::10788,GpBP,Biological_Process::GO:0032273
Anatomy::UBERON:0000473,AeG,Gene::7351
Gene::801,GiG,Gene::1655
Gene::1742,GiG,Gene::57554
Anatomy::UBERON:0002082,AdG,Gene::7832
Anatomy::UBERON:0000473,AeG,Gene::10586
Anatomy::UBERON:0002048,AuG,Gene::4209
Anatomy::UBERON:0002369,AdG,Gene::27000
Compound::DB01234,CrC,Compound::DB01260
Anatomy::UBERON:0000473,AuG,Gene::140685
Gene::4221,GpBP,Biological_Process::GO:0071331
Gene::978,GpPW,Pathway::PC7_6661
Anatomy::UBERON:0001235,AuG,Gene::6273
Anatomy::UBERON:0002107,AdG,Gene::3784
Disease::DOID:11949,DpS,Symptom::D018886
Compound::DB08827,CcSE,Side_Effect::C0749389
Anatomy::UBERON:0001003,AeG,Gene::50489
Gene::207,GiG,Gene::2308
Gene::7543,Gr>G,Gene::55666
Anatomy::UBERON:0000473,AeG,Gene::114294
Disease::DOID:1324,DuG,Gene::401494
Anatomy::UBERON:0000057,AuG,Gene::379
Disease::DOID:1793,DaG,Gene::84133
Gene::10728,GpBP,Biological_Process::GO:1900034
Anatomy::UBERON:0001723,AeG,Gene::51297
Compound::DB00679,CrC,Compound::DB01239
Gene::1081,GpPW,Pathway::PC7_4271
Anatomy::UBERON:0002037,AeG,Gene::509
Gene::1410,GpMF,Molecular_Function::GO:0005212
Gene::7074,GpBP,Biological_Process::GO:0061003
Anatomy::UBERON:0001013,AuG,Gene::133746
Anatomy::UBERON:0002081,AeG,Gene::51092
Gene::7123,GpBP,Biological_Process::GO:1903319
Gene::25803,Gr>G,Gene::60493
Anatomy::UBERON:0002107,AdG,Gene::51232
Gene::7543,Gr>G,Gene::79672
Gene::6662,GpBP,Biological_Process::GO:0031497
Gene::7316,GiG,Gene::9764
Anatomy::UBERON:0001891,AeG,Gene::2764
Gene::7316,GiG,Gene::64689
Anatomy::UBERON:0001675,AeG,Gene::3632
Gene::5143,GcG,Gene::148022
Anatomy::UBERON:0001295,AuG,Gene::7852
Anatomy::UBERON:0000178,AeG,Gene::3491
Gene::2064,GpBP,Biological_Process::GO:0033087
Compound::DB01024,CuG,Gene::11230
Gene::7316,GiG,Gene::7799
Compound::DB01254,CdG,Gene::22948
Gene::123876,GpBP,Biological_Process::GO:0036112
Compound::DB00523,CcSE,Side_Effect::C0235896
Gene::284297,GcG,Gene::10763
Anatomy::UBERON:0000955,AeG,Gene::3484
Compound::DB01037,CcSE,Side_Effect::C0041657
Anatomy::UBERON:0002081,AeG,Gene::5863
Anatomy::UBERON:0002369,AuG,Gene::2049
Anatomy::UBERON:0001135,AeG,Gene::5589
Anatomy::UBERON:0003126,AeG,Gene::23204
Gene::3630,GpBP,Biological_Process::GO:0045428
Anatomy::UBERON:0000473,AuG,Gene::4283
Anatomy::UBERON:0000473,AeG,Gene::2793
Anatomy::UBERON:0002369,AdG,Gene::83700
Anatomy::UBERON:0002081,AeG,Gene::1736
Anatomy::UBERON:0000473,AeG,Gene::374900
Anatomy::UBERON:0002037,AeG,Gene::9219
Gene::2524,Gr>G,Gene::6599
Anatomy::UBERON:0002369,AeG,Gene::2960
Gene::5201,GiG,Gene::57562
Anatomy::UBERON:0001295,AuG,Gene::5359
Anatomy::UBERON:0001891,AdG,Gene::4586
Gene::23107,GiG,Gene::10772
Anatomy::UBERON:0002369,AdG,Gene::2313
Gene::719,GpMF,Molecular_Function::GO:0004875
Anatomy::UBERON:0000474,AeG,Gene::10319
Gene::7316,GiG,Gene::25788
Gene::7316,GiG,Gene::27022
Anatomy::UBERON:0002369,AuG,Gene::79830
Gene::25791,GpBP,Biological_Process::GO:2000171
Gene::9989,Gr>G,Gene::1062
Gene::8772,Gr>G,Gene::9277
Anatomy::UBERON:0001896,AuG,Gene::8887
Gene::7791,GcG,Gene::10049
Anatomy::UBERON:0002369,AdG,Gene::197
Anatomy::UBERON:0000473,AuG,Gene::79570
Anatomy::UBERON:0000473,AuG,Gene::128346
Anatomy::UBERON:0001675,AeG,Gene::55616
Gene::8342,GcG,Gene::6430
Disease::DOID:9008,DuG,Gene::10776
Gene::3667,GpBP,Biological_Process::GO:0010907
Gene::7803,Gr>G,Gene::10528
Anatomy::UBERON:0000473,AuG,Gene::347344
Anatomy::UBERON:0000955,AeG,Gene::314
Anatomy::UBERON:0000948,AdG,Gene::1179
Gene::10445,GiG,Gene::51562
Gene::7316,GiG,Gene::57186
Anatomy::UBERON:0000473,AuG,Gene::55686
Anatomy::UBERON:0001295,AeG,Gene::824
Gene::5519,GiG,Gene::51400
Gene::3320,GiG,Gene::6720
Anatomy::UBERON:0001891,AuG,Gene::4487
Compound::DB01175,CcSE,Side_Effect::C0020546
Gene::26245,GcG,Gene::27067
Anatomy::UBERON:0000057,AeG,Gene::10694
Anatomy::UBERON:0000996,AeG,Gene::1088
Gene::1576,GpMF,Molecular_Function::GO:0004348
Anatomy::UBERON:0002369,AeG,Gene::10361
Gene::1499,GpBP,Biological_Process::GO:0007063
Disease::DOID:10763,DaG,Gene::11254
Gene::8714,Gr>G,Gene::79736
Gene::7316,GiG,Gene::23265
Anatomy::UBERON:0002037,AeG,Gene::79895
Anatomy::UBERON:0002046,AeG,Gene::5318
Anatomy::UBERON:0001044,AdG,Gene::6383
Anatomy::UBERON:0000473,AuG,Gene::84867
Compound::DB00997,CcSE,Side_Effect::C0151754
Gene::4488,GpBP,Biological_Process::GO:0010837
Gene::9052,Gr>G,Gene::1662
Anatomy::UBERON:0000955,AuG,Gene::57585
Anatomy::UBERON:0002369,AuG,Gene::4891
Anatomy::UBERON:0002046,AuG,Gene::83595
Anatomy::UBERON:0000057,AuG,Gene::4285
Anatomy::UBERON:0000991,AeG,Gene::84314
Gene::5629,GpBP,Biological_Process::GO:0032971
Gene::84687,GcG,Gene::23054
Anatomy::UBERON:0001016,AeG,Gene::146223
Gene::3815,GpBP,Biological_Process::GO:0097531
Anatomy::UBERON:0002369,AuG,Gene::9542
Anatomy::UBERON:0002369,AuG,Gene::158427
Anatomy::UBERON:0002298,AeG,Gene::10949
Compound::DB00327,CcSE,Side_Effect::C0427108
Gene::2204,GcG,Gene::3611
Gene::983,GpPW,Pathway::PC7_4779
Anatomy::UBERON:0002037,AeG,Gene::121536
Anatomy::UBERON:0000473,AeG,Gene::8785
Anatomy::UBERON:0001017,AeG,Gene::4705
Anatomy::UBERON:0000473,AuG,Gene::56833
Anatomy::UBERON:0000474,AeG,Gene::55379
Gene::6857,GpCC,Cellular_Component::GO:0048786
Anatomy::UBERON:0002107,AeG,Gene::10272
Anatomy::UBERON:0001891,AeG,Gene::23473
Anatomy::UBERON:0000473,AeG,Gene::5569
Gene::3156,GpBP,Biological_Process::GO:0006744
Anatomy::UBERON:0001044,AuG,Gene::23201
Gene::3845,Gr>G,Gene::6793
Anatomy::UBERON:0002368,AeG,Gene::79750
Anatomy::UBERON:0002037,AeG,Gene::3270
Gene::7316,GiG,Gene::8613
Anatomy::UBERON:0000992,AeG,Gene::23597
Anatomy::UBERON:0002369,AuG,Gene::55814
Gene::79633,GcG,Gene::5738
Anatomy::UBERON:0000991,AeG,Gene::2252
Gene::351,GiG,Gene::9519
Gene::28986,GcG,Gene::5860
Gene::9351,GcG,Gene::57216
Gene::7316,GiG,Gene::65109
Anatomy::UBERON:0000996,AeG,Gene::126626
Compound::DB06695,CbG,Gene::8824
Anatomy::UBERON:0001013,AdG,Gene::88
Gene::2247,GpBP,Biological_Process::GO:2001026
Gene::2475,Gr>G,Gene::55969
Compound::DB00302,CcSE,Side_Effect::C0241669
Compound::DB06218,CrC,Compound::DB00120
Anatomy::UBERON:0000996,AeG,Gene::83716
Anatomy::UBERON:0000955,AuG,Gene::4763
Gene::23658,GpCC,Cellular_Component::GO:0005688
Anatomy::UBERON:0000997,AeG,Gene::115353
Gene::3480,GiG,Gene::8503
Anatomy::UBERON:0002369,AuG,Gene::170954
Gene::3479,GpBP,Biological_Process::GO:0043568
Anatomy::UBERON:0000473,AeG,Gene::79679
Gene::8202,GpBP,Biological_Process::GO:0060603
Gene::780,GcG,Gene::51477
Gene::79228,GpCC,Cellular_Component::GO:0016607
Anatomy::UBERON:0002037,AdG,Gene::84569
Anatomy::UBERON:0002048,AeG,Gene::1795
Anatomy::UBERON:0002081,AeG,Gene::51368
Gene::10163,GpBP,Biological_Process::GO:0098751
Gene::1499,GpBP,Biological_Process::GO:0021819
Anatomy::UBERON:0000057,AuG,Gene::84525
Anatomy::UBERON:0001896,AeG,Gene::5073
Gene::4088,GpMF,Molecular_Function::GO:0070412
Anatomy::UBERON:0001896,AdG,Gene::7704
Disease::DOID:0050156,DdG,Gene::54910
Gene::5430,GiG,Gene::8189
Anatomy::UBERON:0002240,AeG,Gene::51447
Anatomy::UBERON:0000955,AeG,Gene::54900
Gene::7316,GiG,Gene::140606
Gene::207,GpMF,Molecular_Function::GO:0005547
Compound::DB01234,CdG,Gene::5796
Anatomy::UBERON:0000991,AeG,Gene::9479
Compound::DB00338,CcSE,Side_Effect::C0027707
Gene::301,GpBP,Biological_Process::GO:0031340
Anatomy::UBERON:0002082,AdG,Gene::92597
Compound::DB01254,CuG,Gene::10384
Anatomy::UBERON:0000991,AeG,Gene::55
Anatomy::UBERON:0000473,AeG,Gene::645832
Gene::22872,GpPW,Pathway::PC7_6899
Anatomy::UBERON:0000948,AdG,Gene::201798
Gene::351,GiG,Gene::27129
Gene::9349,GiG,Gene::9733
Gene::54876,GcG,Gene::79004
Gene::6658,Gr>G,Gene::51287
Anatomy::UBERON:0000473,AuG,Gene::57565
Anatomy::UBERON:0001235,AuG,Gene::9637
Disease::DOID:14330,DuG,Gene::1000
Anatomy::UBERON:0000991,AeG,Gene::4253
Gene::3320,GiG,Gene::5593
Gene::3356,GpBP,Biological_Process::GO:0030811
Gene::7316,GiG,Gene::51575
Anatomy::UBERON:0000007,AdG,Gene::80331
Anatomy::UBERON:0000473,AuG,Gene::157769
Gene::7316,GiG,Gene::26525
Anatomy::UBERON:0002081,AdG,Gene::114885
Gene::7316,GiG,Gene::8428
Gene::1958,Gr>G,Gene::4616
Anatomy::UBERON:0002107,AdG,Gene::375611
Compound::DB00390,CdG,Gene::8574
Compound::DB01092,CuG,Gene::1848
Anatomy::UBERON:0001016,AeG,Gene::482
Anatomy::UBERON:0000473,AuG,Gene::163590
Anatomy::UBERON:0001044,AeG,Gene::55658
Gene::351,GiG,Gene::55048
Compound::DB00215,CcSE,Side_Effect::C0347390
Compound::DB01012,CrC,Compound::DB08998
Anatomy::UBERON:0000948,AuG,Gene::57600
Gene::351,GiG,Gene::2961
Gene::5578,GiG,Gene::6536
Anatomy::UBERON:0001016,AeG,Gene::22852
Anatomy::UBERON:0001896,AeG,Gene::5738
Compound::DB00669,CcSE,Side_Effect::C0020701
Anatomy::UBERON:0002185,AeG,Gene::25957
Gene::2961,Gr>G,Gene::9922
Gene::2263,Gr>G,Gene::2260
Gene::7474,GpBP,Biological_Process::GO:0007164
Anatomy::UBERON:0001295,AeG,Gene::91653
Anatomy::UBERON:0000948,AuG,Gene::4332
Gene::1062,Gr>G,Gene::54877
Anatomy::UBERON:0002046,AuG,Gene::8519
Gene::10253,GiG,Gene::386677
Gene::7040,GpBP,Biological_Process::GO:0008354
Gene::7419,GiG,Gene::6229
Anatomy::UBERON:0000991,AeG,Gene::51364
Anatomy::UBERON:0001225,AeG,Gene::4595
Gene::51347,Gr>G,Gene::55148
Compound::DB01175,CcSE,Side_Effect::C0036454
Gene::7314,GpBP,Biological_Process::GO:0071897
Anatomy::UBERON:0000057,AeG,Gene::51128
Gene::79888,GpMF,Molecular_Function::GO:0016413
Gene::23405,GpBP,Biological_Process::GO:0010624
Compound::DB01390,CcSE,Side_Effect::C0151602
Compound::DB08865,CbG,Gene::9201
Anatomy::UBERON:0001296,AeG,Gene::9014
Gene::85508,GcG,Gene::84735
Disease::DOID:1192,DaG,Gene::4004
Compound::DB00882,CdG,Gene::11098
Gene::7316,GiG,Gene::11080
Anatomy::UBERON:0002081,AeG,Gene::4942
Anatomy::UBERON:0001675,AeG,Gene::23464
Gene::3320,GiG,Gene::6195
Anatomy::UBERON:0002369,AeG,Gene::8790
Compound::DB00468,CcSE,Side_Effect::C0023646
Gene::1234,GpBP,Biological_Process::GO:0036336
Gene::7316,GiG,Gene::9202
Disease::DOID:6364,DlA,Anatomy::UBERON:0002925
Anatomy::UBERON:0000057,AuG,Gene::1783
Compound::DB00327,CcSE,Side_Effect::C0235318
Anatomy::UBERON:0000991,AeG,Gene::114794
Anatomy::UBERON:0000955,AdG,Gene::416
Anatomy::UBERON:0000057,AuG,Gene::10282
Anatomy::UBERON:0000991,AeG,Gene::64925
Gene::7316,GiG,Gene::8819
Gene::10488,GiG,Gene::84699
Anatomy::UBERON:0000948,AdG,Gene::343413
Anatomy::UBERON:0001896,AdG,Gene::57519
Gene::4093,GiG,Gene::5660
Gene::7316,GiG,Gene::55662
Gene::7316,GiG,Gene::79735
Gene::56848,Gr>G,Gene::55245
Gene::23411,GpBP,Biological_Process::GO:1901419
Anatomy::UBERON:0001013,AeG,Gene::4928
Anatomy::UBERON:0000955,AdG,Gene::389257
Compound::DB00591,CcSE,Side_Effect::C0858708
Gene::7132,Gr>G,Gene::4790
Anatomy::UBERON:0000991,AeG,Gene::10752
Compound::DB00624,CcSE,Side_Effect::C0277884
Anatomy::UBERON:0000473,AeG,Gene::22943
Gene::351,GiG,Gene::58529
Anatomy::UBERON:0000473,AuG,Gene::3205
Gene::3783,GpMF,Molecular_Function::GO:0015269
Compound::DB00481,CuG,Gene::23363
Gene::51545,GcG,Gene::285313
Gene::3845,GpBP,Biological_Process::GO:0048168
Gene::2230,Gr>G,Gene::9812
Gene::6659,GcG,Gene::161742
Anatomy::UBERON:0000473,AuG,Gene::117159
Gene::84467,GcG,Gene::23247
Anatomy::UBERON:0000033,AeG,Gene::10961
Anatomy::UBERON:0002369,AdG,Gene::7409
Anatomy::UBERON:0000948,AeG,Gene::8645
Anatomy::UBERON:0002082,AdG,Gene::57595
Gene::873,Gr>G,Gene::130074
Gene::5159,GpBP,Biological_Process::GO:0060978
Gene::51176,GpBP,Biological_Process::GO:0021943
Gene::652,GpBP,Biological_Process::GO:0060850
Anatomy::UBERON:0001896,AdG,Gene::55783
Gene::580,GiG,Gene::5430
Anatomy::UBERON:0001044,AdG,Gene::51310
Gene::8260,GiG,Gene::79612
Compound::DB01175,CcSE,Side_Effect::C0281981
Gene::50999,GpCC,Cellular_Component::GO:0070971
Compound::DB00361,CrC,Compound::DB00541
Anatomy::UBERON:0000948,AdG,Gene::5611
Anatomy::UBERON:0001896,AeG,Gene::7321
Anatomy::UBERON:0001675,AuG,Gene::10116
Anatomy::UBERON:0000473,AeG,Gene::27287
Compound::DB00441,CuG,Gene::3978
Anatomy::UBERON:0000955,AuG,Gene::91614
Gene::10168,GcG,Gene::23354
Anatomy::UBERON:0002081,AuG,Gene::54602
Disease::DOID:3393,DlA,Anatomy::UBERON:0002135
Gene::8772,Gr>G,Gene::2937
Gene::22823,Gr>G,Gene::11161
Compound::DB01234,CcSE,Side_Effect::C0162835
Disease::DOID:10283,DaG,Gene::10051
Anatomy::UBERON:0000473,AuG,Gene::58524
Anatomy::UBERON:0000045,AeG,Gene::10936
Anatomy::UBERON:0001675,AdG,Gene::51280
Anatomy::UBERON:0003126,AeG,Gene::4833
Gene::6608,GpMF,Molecular_Function::GO:0005113
Anatomy::UBERON:0000057,AeG,Gene::29760
Anatomy::UBERON:0000991,AeG,Gene::92211
Anatomy::UBERON:0002369,AuG,Gene::3082
Gene::7316,GiG,Gene::6414
Anatomy::UBERON:0002046,AuG,Gene::5091
Anatomy::UBERON:0000057,AuG,Gene::55529
Anatomy::UBERON:0000955,AuG,Gene::7753
Gene::7316,GiG,Gene::260425
Disease::DOID:332,DdG,Gene::4968
Gene::2956,Gr>G,Gene::5687
Gene::1499,GpBP,Biological_Process::GO:0045671
Gene::2181,GpCC,Cellular_Component::GO:0005778
Gene::928,GiG,Gene::3732
Disease::DOID:7148,DrD,Disease::DOID:9008
Anatomy::UBERON:0000057,AuG,Gene::4697
Gene::1499,GpBP,Biological_Process::GO:0051571
Gene::79613,GcG,Gene::51411
Gene::94235,Gr>G,Gene::2195
Gene::4482,Gr>G,Gene::10400
Anatomy::UBERON:0000473,AeG,Gene::3837
Gene::5624,GpPW,Pathway::WP272_r84876
Anatomy::UBERON:0000473,AdG,Gene::57820
Gene::23198,GpBP,Biological_Process::GO:0007286
Gene::25803,Gr>G,Gene::26063
Anatomy::UBERON:0002081,AdG,Gene::9638
Anatomy::UBERON:0001295,AeG,Gene::55740
Gene::1027,GpBP,Biological_Process::GO:0072395
Disease::DOID:1324,DaG,Gene::2952
Gene::1182,Gr>G,Gene::9368
Gene::80149,GpBP,Biological_Process::GO:1903799
Gene::5546,Gr>G,Gene::64398
Anatomy::UBERON:0000045,AeG,Gene::3798
Anatomy::UBERON:0001235,AdG,Gene::9909
Gene::3895,Gr>G,Gene::51108
Gene::29108,GpBP,Biological_Process::GO:2000348
Gene::2100,GpBP,Biological_Process::GO:0060011
Anatomy::UBERON:0001896,AdG,Gene::55148
Gene::7316,GiG,Gene::3568
Disease::DOID:8893,DdG,Gene::115817
Anatomy::UBERON:0000043,AeG,Gene::64924
Anatomy::UBERON:0000057,AuG,Gene::1059
Anatomy::UBERON:0000057,AuG,Gene::217
Anatomy::UBERON:0002037,AeG,Gene::6122
Anatomy::UBERON:0000998,AeG,Gene::9902
Anatomy::UBERON:0000473,AuG,Gene::140809
Anatomy::UBERON:0002030,AeG,Gene::91949
Gene::4282,GpBP,Biological_Process::GO:0050871
Gene::8772,Gr>G,Gene::1603
Gene::351,GiG,Gene::4171
Anatomy::UBERON:0002082,AdG,Gene::3839
Anatomy::UBERON:0001831,AeG,Gene::79630
Anatomy::UBERON:0000057,AuG,Gene::140461
Anatomy::UBERON:0000991,AeG,Gene::64342
Gene::801,GiG,Gene::2869
Gene::383,Gr>G,Gene::55647
Anatomy::UBERON:0001723,AeG,Gene::6165
Gene::2885,GiG,Gene::5987
Gene::4686,GpCC,Cellular_Component::GO:0005846
Gene::5071,GpCC,Cellular_Component::GO:1990452
Anatomy::UBERON:0001013,AuG,Gene::149041
Anatomy::UBERON:0000955,AuG,Gene::6533
Anatomy::UBERON:0001675,AeG,Gene::9592
Gene::7102,GcG,Gene::51398
Anatomy::UBERON:0000955,AuG,Gene::5740
Anatomy::UBERON:0000057,AeG,Gene::7707
Anatomy::UBERON:0001296,AuG,Gene::10890
Gene::6469,GpBP,Biological_Process::GO:2000400
Anatomy::UBERON:0002107,AdG,Gene::51501
Anatomy::UBERON:0002369,AuG,Gene::9704
Disease::DOID:5419,DaG,Gene::5321
Anatomy::UBERON:0000045,AeG,Gene::407738
Gene::1499,GpPW,Pathway::PC7_11039
Gene::558,GpCC,Cellular_Component::GO:0044215
Anatomy::UBERON:0000029,AeG,Gene::23635
Anatomy::UBERON:0000991,AeG,Gene::51540
Anatomy::UBERON:0000007,AeG,Gene::1879
Gene::6613,GiG,Gene::7155
Anatomy::UBERON:0002046,AuG,Gene::10840
Compound::DB01024,CdG,Gene::27161
Anatomy::UBERON:0000473,AdG,Gene::1666
Anatomy::UBERON:0000473,AeG,Gene::2326
Gene::6714,GpBP,Biological_Process::GO:0036035
Anatomy::UBERON:0000057,AuG,Gene::283951
Gene::57506,GpBP,Biological_Process::GO:1900063
Gene::4914,GpBP,Biological_Process::GO:0038180
Gene::351,GiG,Gene::4350
Gene::2078,Gr>G,Gene::139322
Gene::2737,GpBP,Biological_Process::GO:0060573
Gene::23467,GcG,Gene::57134
Anatomy::UBERON:0002037,AeG,Gene::139818
Gene::283,GpBP,Biological_Process::GO:0050829
Anatomy::UBERON:0000955,AdG,Gene::23511
Gene::335,GpBP,Biological_Process::GO:0055091
Gene::5867,Gr>G,Gene::54916
Anatomy::UBERON:0000178,AeG,Gene::64762
Anatomy::UBERON:0000970,AeG,Gene::4308
Gene::8800,GpBP,Biological_Process::GO:0016559
Anatomy::UBERON:0000948,AdG,Gene::149647
Gene::253943,GcG,Gene::51440
Anatomy::UBERON:0000955,AuG,Gene::3932
Gene::54108,GcG,Gene::2318
Compound::DB00443,CuG,Gene::1475
Gene::1728,Gr>G,Gene::5033
Anatomy::UBERON:0001017,AeG,Gene::11333
Compound::DB00215,CcSE,Side_Effect::C0018932
Anatomy::UBERON:0001235,AuG,Gene::1942
Gene::5295,GpPW,Pathway::PC7_5882
